XM,SXZY,HDHD,CSD
24541,3867,898,2505
24542,3867,898,3156
24543,3867,1040,165
24544,3867,1293,3653
24545,3867,1337,1312
24546,3867,1586,2573
24547,3867,1876,2288
24548,3867,1876,1609
24549,3867,1894,3271
24550,3867,1897,1496
24551,3867,2021,2868
24552,3867,2047,1351
24553,3867,2214,3176
24554,3867,2601,3043
24555,3867,2604,2916
24556,3868,133,3284
24557,3868,151,1260
24558,3868,335,1771
24559,3868,454,1171
24560,3868,501,1793
24561,3868,525,529
24562,3868,653,1309
24563,3868,660,1035
24564,3868,1040,165
24565,3868,1083,1108
24566,3868,1134,1958
24567,3868,1154,1414
24568,3868,1226,2108
24569,3868,1240,3642
24570,3868,1258,821
24571,3868,1262,2321
24572,3868,1376,232
24573,3868,1398,293
24574,3868,1526,2687
24575,3868,1576,2052
24576,3868,1876,3527
24577,3868,1888,2602
24578,3868,1941,1505
24579,3868,2267,1467
24580,3868,2270,2012
24581,3868,2317,3492
24582,3868,2371,2885
24583,3868,2382,3511
24584,3868,2434,2133
24585,3868,2443,3564
24586,3868,2475,2380
24587,3868,2551,1828
24588,3868,2563,416
24589,3869,193,3173
24590,3869,391,2238
24591,3869,822,135
24592,3869,873,705
24593,3869,1702,2000
24594,3869,2010,2538
24595,3869,2424,2646
24596,3870,675,1317
24597,3870,1610,3269
24598,3870,2185,1513
24599,3871,254,2306
24600,3871,770,1198
24601,3871,1494,389
24602,3871,1766,1519
24603,3871,2037,1372
24604,3872,1368,2376
24605,3872,2538,2144
24606,3873,758,319
24607,3873,1122,855
24608,3873,1588,1812
24609,3873,2035,1859
24610,3873,2221,2646
24611,3874,323,3564
24612,3874,1243,2572
24613,3874,1669,3186
24614,3874,2429,1016
24615,3875,1246,3301
24616,3875,1851,3215
24617,3876,577,2998
24618,3876,1463,687
24619,3876,1812,1508
24620,3876,2051,3147
24621,3876,2148,1935
24622,3876,2178,3438
24623,3876,2463,1882
24624,3877,208,1054
24625,3877,902,3082
24626,3877,1155,383
24627,3877,2059,3582
24628,3877,2178,3559
24629,3878,543,3156
24630,3879,151,3267
24631,3879,1282,3156
24632,3879,1865,2544
24633,3880,477,1624
24634,3880,687,2380
24635,3881,579,2965
24636,3881,936,2659
24637,3881,1645,908
24638,3882,305,660
24639,3882,513,1193
24640,3882,1902,1089
24641,3883,207,2684
24642,3883,898,885
24643,3883,1616,2363
24644,3883,2063,1958
24645,3884,73,2215
24646,3884,176,1527
24647,3884,398,965
24648,3884,484,2869
24649,3884,642,425
24650,3884,795,3311
24651,3884,898,3156
24652,3884,939,2498
24653,3884,949,32
24654,3884,1109,569
24655,3884,1539,3156
24656,3884,1757,388
24657,3884,1757,838
24658,3884,1757,919
24659,3884,1757,1556
24660,3884,1757,1949
24661,3884,1757,2310
24662,3884,1757,3156
24663,3884,1789,2663
24664,3884,1801,3672
24665,3884,1843,1352
24666,3884,1892,3561
24667,3884,1949,2920
24668,3884,2112,909
24669,3884,2126,1378
24670,3884,2178,3312
24671,3884,2202,444
24672,3884,2372,3129
24673,3884,2467,3159
24674,3884,2473,1317
24675,3884,2473,1524
24676,3885,231,929
24677,3885,898,3156
24678,3886,528,812
24679,3886,1817,2107
24680,3887,50,2298
24681,3888,147,1515
24682,3888,153,3270
24683,3888,263,126
24684,3888,392,645
24685,3888,408,685
24686,3888,565,3536
24687,3888,613,2569
24688,3888,676,442
24689,3888,743,3191
24690,3888,785,3531
24691,3888,898,1107
24692,3888,898,1219
24693,3888,898,3156
24694,3888,898,3159
24695,3888,898,3159
24696,3888,898,3358
24697,3888,1026,1128
24698,3888,1053,1115
24699,3888,1089,1923
24700,3888,1109,2337
24701,3888,1114,1275
24702,3888,1495,3610
24703,3888,1534,2007
24704,3888,1576,2688
24705,3888,1576,2787
24706,3888,1683,364
24707,3888,1737,266
24708,3888,1745,1999
24709,3888,1908,206
24710,3888,1966,1939
24711,3888,2053,2527
24712,3888,2069,1119
24713,3888,2178,3559
24714,3888,2221,3248
24715,3888,2249,2969
24716,3888,2473,488
24717,3888,2473,2736
24718,3888,2547,1808
24719,3888,2551,1771
24720,3888,2601,2011
24721,3889,353,1217
24722,3889,1304,666
24723,3889,2398,1133
24724,3890,1843,3047
24725,3890,2009,462
24726,3890,2156,3220
24727,3890,2473,2594
24728,3890,2487,2535
24729,3891,2163,1891
24730,3891,2297,110
24731,3891,2319,26
24732,3892,126,3672
24733,3892,344,2607
24734,3893,313,790
24735,3893,420,1006
24736,3893,460,1730
24737,3893,872,3323
24738,3893,1085,3656
24739,3893,1370,2526
24740,3893,2221,2223
24741,3893,2473,554
24742,3893,2473,1347
24743,3893,2473,2130
24744,3893,2601,3289
24745,3894,898,3159
24746,3894,926,1208
24747,3894,2177,3555
24748,3894,2221,3543
24749,3895,1735,3186
24750,3896,212,63
24751,3896,547,2723
24752,3896,2525,1453
24753,3897,53,1598
24754,3897,398,1783
24755,3897,399,821
24756,3897,399,1134
24757,3897,432,807
24758,3897,452,3231
24759,3897,728,2020
24760,3897,927,1359
24761,3897,1083,1047
24762,3897,1109,3536
24763,3897,1240,1008
24764,3897,1243,2236
24765,3897,1304,2187
24766,3897,1304,2427
24767,3897,1321,3495
24768,3897,1368,1816
24769,3897,1429,3612
24770,3897,1484,2027
24771,3897,1520,1255
24772,3897,1632,2657
24773,3897,1755,3588
24774,3897,1757,386
24775,3897,1757,648
24776,3897,1757,2035
24777,3897,1757,3457
24778,3897,1802,3488
24779,3897,1986,2687
24780,3897,2001,3628
24781,3897,2055,1154
24782,3897,2080,3646
24783,3897,2148,2027
24784,3897,2221,287
24785,3897,2284,1747
24786,3897,2284,2240
24787,3897,2291,2020
24788,3897,2465,115
24789,3897,2465,1672
24790,3897,2473,1513
24791,3897,2473,2582
24792,3897,2473,3445
24793,3897,2478,3405
24794,3898,68,242
24795,3898,1315,3298
24796,3898,1410,1453
24797,3898,1742,1623
24798,3898,1889,2815
24799,3898,1924,3161
24800,3899,1054,187
24801,3899,1132,1807
24802,3900,341,3473
24803,3900,933,123
24804,3900,1374,733
24805,3901,343,1220
24806,3901,1757,2573
24807,3901,1794,2693
24808,3902,82,3378
24809,3902,267,1039
24810,3902,1133,2979
24811,3902,1253,1712
24812,3902,1836,2683
24813,3902,1837,3326
24814,3902,2063,2030
24815,3902,2473,2162
24816,3903,20,2889
24817,3903,23,1688
24818,3903,95,2517
24819,3903,99,3585
24820,3903,156,501
24821,3903,206,1672
24822,3903,254,2276
24823,3903,263,94
24824,3903,332,165
24825,3903,332,171
24826,3903,348,3159
24827,3903,399,1771
24828,3903,400,3525
24829,3903,411,639
24830,3903,416,162
24831,3903,416,2893
24832,3903,452,201
24833,3903,499,3159
24834,3903,522,206
24835,3903,522,3565
24836,3903,529,1185
24837,3903,565,1044
24838,3903,619,1234
24839,3903,621,3540
24840,3903,645,490
24841,3903,662,517
24842,3903,665,3630
24843,3903,668,915
24844,3903,675,812
24845,3903,717,1771
24846,3903,752,189
24847,3903,780,3536
24848,3903,796,790
24849,3903,823,2538
24850,3903,826,165
24851,3903,826,1035
24852,3903,826,2106
24853,3903,826,3000
24854,3903,854,1058
24855,3903,856,1139
24856,3903,895,2533
24857,3903,897,736
24858,3903,898,162
24859,3903,898,168
24860,3903,898,175
24861,3903,898,192
24862,3903,898,569
24863,3903,898,685
24864,3903,898,713
24865,3903,898,756
24866,3903,898,846
24867,3903,898,864
24868,3903,898,899
24869,3903,898,939
24870,3903,898,979
24871,3903,898,1083
24872,3903,898,1129
24873,3903,898,1143
24874,3903,898,2736
24875,3903,898,3156
24876,3903,898,3156
24877,3903,898,3156
24878,3903,898,3156
24879,3903,898,3159
24880,3903,898,3159
24881,3903,898,3159
24882,3903,898,3387
24883,3903,898,3469
24884,3903,898,3541
24885,3903,898,620
24886,3903,898,1752
24887,3903,901,3159
24888,3903,909,560
24889,3903,910,804
24890,3903,911,3378
24891,3903,917,188
24892,3903,917,558
24893,3903,917,560
24894,3903,917,560
24895,3903,917,925
24896,3903,917,978
24897,3903,917,1032
24898,3903,917,1058
24899,3903,917,1138
24900,3903,917,1206
24901,3903,917,3156
24902,3903,927,293
24903,3903,946,2617
24904,3903,995,798
24905,3903,1008,1755
24906,3903,1015,1996
24907,3903,1109,3537
24908,3903,1115,1923
24909,3903,1119,1958
24910,3903,1157,3525
24911,3903,1220,1337
24912,3903,1226,1917
24913,3903,1231,717
24914,3903,1272,2068
24915,3903,1423,2288
24916,3903,1495,3565
24917,3903,1506,3509
24918,3903,1566,1278
24919,3903,1576,2051
24920,3903,1576,2678
24921,3903,1584,1090
24922,3903,1584,2736
24923,3903,1642,3623
24924,3903,1647,2634
24925,3903,1647,2720
24926,3903,1647,2739
24927,3903,1647,2862
24928,3903,1648,2872
24929,3903,1694,2459
24930,3903,1757,171
24931,3903,1757,558
24932,3903,1757,2328
24933,3903,1757,2339
24934,3903,1757,2366
24935,3903,1757,2619
24936,3903,1757,2866
24937,3903,1757,3156
24938,3903,1757,3345
24939,3903,1757,3469
24940,3903,1757,3536
24941,3903,1758,679
24942,3903,1758,1983
24943,3903,1758,3156
24944,3903,1766,989
24945,3903,1766,3354
24946,3903,1803,201
24947,3903,1833,821
24948,3903,1864,2265
24949,3903,1897,3469
24950,3903,1908,3156
24951,3903,1931,827
24952,3903,1981,2599
24953,3903,1997,2549
24954,3903,2067,1957
24955,3903,2067,2027
24956,3903,2067,2028
24957,3903,2148,3536
24958,3903,2161,3536
24959,3903,2170,165
24960,3903,2181,3572
24961,3903,2196,192
24962,3903,2197,1359
24963,3903,2221,373
24964,3903,2248,230
24965,3903,2302,1361
24966,3903,2328,3658
24967,3903,2340,712
24968,3903,2376,3536
24969,3903,2471,1540
24970,3903,2473,3191
24971,3903,2489,1097
24972,3903,2504,1665
24973,3903,2547,1789
24974,3903,2563,432
24975,3904,741,1122
24976,3904,1001,76
24977,3904,1070,796
24978,3904,1116,55
24979,3904,2221,2098
24980,3905,898,772
24981,3905,1022,1764
24982,3905,1038,361
24983,3906,391,3360
24984,3906,1843,812
24985,3907,970,3718
24986,3907,2284,2828
24987,3908,943,1441
24988,3909,392,855
24989,3909,544,1698
24990,3909,1628,659
24991,3909,2268,446
24992,3910,1651,2495
24993,3911,2081,3656
24994,3911,2439,792
24995,3911,2574,470
24996,3912,290,610
24997,3912,637,836
24998,3912,1274,1696
24999,3912,1542,1195
25000,3912,2412,2157
25001,3912,2583,410
25002,3913,1484,712
25003,3913,1683,828
25004,3914,898,3156
25005,3914,1535,3645
25006,3915,1843,821
25007,3916,400,426
25008,3916,1187,1684
25009,3916,1945,3188
25010,3917,705,1591
25011,3917,763,2044
25012,3917,1803,1101
25013,3918,1632,3601
25014,3918,2221,1424
25015,3918,2230,2406
25016,3918,2570,390
25017,3919,603,1163
25018,3919,711,2479
25019,3919,1308,3093
25020,3919,1409,3425
25021,3919,1498,1214
25022,3919,1536,179
25023,3919,1820,2938
25024,3919,2183,945
25025,3920,1608,813
25026,3920,2473,1958
25027,3921,898,3378
25028,3921,1209,3528
25029,3921,1301,636
25030,3921,1647,2819
25031,3921,2556,1872
25032,3922,364,1160
25033,3922,795,2226
25034,3922,948,1364
25035,3922,961,1672
25036,3922,1139,1758
25037,3922,1680,486
25038,3922,1757,2291
25039,3922,2053,2629
25040,3923,364,2829
25041,3923,1132,2288
25042,3923,1132,2473
25043,3923,1139,521
25044,3923,1262,761
25045,3923,1385,2084
25046,3923,1888,537
25047,3924,1132,149
25048,3925,1551,554
25049,3925,2006,3196
25050,3926,94,3067
25051,3926,177,2938
25052,3926,337,417
25053,3926,771,2279
25054,3927,73,2242
25055,3927,249,275
25056,3927,272,1353
25057,3927,1829,2533
25058,3928,2547,3501
25059,3929,348,2437
25060,3929,1195,2784
25061,3929,1426,3688
25062,3929,1543,3389
25063,3929,2055,3128
25064,3929,2557,171
25065,3930,357,1542
25066,3930,357,3378
25067,3930,422,2985
25068,3930,538,3153
25069,3930,791,3159
25070,3930,890,83
25071,3930,1251,171
25072,3930,1463,1874
25073,3930,2221,3143
25074,3930,2306,2430
25075,3930,2427,3091
25076,3930,2477,1520
25077,3930,2547,2749
25078,3930,2583,3239
25079,3930,2583,3258
25080,3931,129,1677
25081,3931,248,435
25082,3931,337,555
25083,3931,409,702
25084,3931,428,927
25085,3931,1250,1329
25086,3931,1741,989
25087,3931,1866,1941
25088,3931,1888,2605
25089,3931,1917,1763
25090,3931,2050,363
25091,3931,2150,1036
25092,3931,2435,1673
25093,3931,2534,3449
25094,3931,2547,1469
25095,3932,194,1248
25096,3932,337,165
25097,3932,357,1636
25098,3932,357,2460
25099,3932,357,2860
25100,3932,381,3646
25101,3932,560,1629
25102,3932,1409,2329
25103,3932,1811,3299
25104,3932,1843,3372
25105,3932,1918,3255
25106,3932,1918,3539
25107,3932,1918,3720
25108,3932,1935,1662
25109,3932,2049,2575
25110,3932,2069,2084
25111,3933,121,2873
25112,3933,236,2334
25113,3933,337,2487
25114,3933,517,1470
25115,3933,527,3410
25116,3933,1124,3331
25117,3933,1391,2549
25118,3933,1873,277
25119,3934,337,3147
25120,3934,538,2051
25121,3934,2583,2519
25122,3935,313,2437
25123,3935,1468,1644
25124,3935,2162,3083
25125,3936,41,63
25126,3936,337,1148
25127,3936,338,3397
25128,3936,357,1231
25129,3936,357,2573
25130,3936,365,3194
25131,3936,538,991
25132,3936,538,2333
25133,3936,538,2500
25134,3936,1441,1287
25135,3936,1472,3204
25136,3936,1523,3114
25137,3936,1562,843
25138,3936,1786,225
25139,3936,2217,2679
25140,3937,1382,1200
25141,3937,2077,3629
25142,3937,2176,2303
25143,3938,778,786
25144,3938,2297,2590
25145,3939,123,2366
25146,3939,513,364
25147,3939,778,978
25148,3939,1223,1167
25149,3939,2203,1840
25150,3939,2370,1609
25151,3940,677,1194
25152,3940,980,1629
25153,3941,205,2235
25154,3941,551,1996
25155,3941,1968,974
25156,3942,551,3159
25157,3942,944,1673
25158,3942,1773,1476
25159,3942,1781,69
25160,3943,549,546
25161,3943,551,3159
25162,3943,1081,2888
25163,3943,1758,1558
25164,3944,364,1205
25165,3944,966,3553
25166,3945,191,270
25167,3945,1134,1923
25168,3945,2117,610
25169,3945,2378,1876
25170,3946,525,1692
25171,3946,1957,900
25172,3947,525,3498
25173,3947,2006,3162
25174,3947,2221,3234
25175,3948,55,3140
25176,3948,1005,82
25177,3948,1446,1202
25178,3948,1826,963
25179,3948,2586,3179
25180,3949,1687,1024
25181,3949,1897,1577
25182,3950,939,171
25183,3950,1882,2411
25184,3951,1023,1891
25185,3951,1817,3121
25186,3951,2245,684
25187,3952,1375,473
25188,3952,2445,1727
25189,3953,3,199
25190,3953,692,2939
25191,3953,834,2371
25192,3953,1043,1924
25193,3953,1568,882
25194,3953,1946,1210
25195,3953,2404,234
25196,3953,2444,3571
25197,3954,255,3088
25198,3954,317,1629
25199,3954,357,206
25200,3954,718,2964
25201,3954,1466,2328
25202,3954,1754,18
25203,3955,262,1617
25204,3955,362,275
25205,3955,644,3110
25206,3955,951,2650
25207,3955,1037,368
25208,3955,1938,728
25209,3955,2503,3713
25210,3956,341,1035
25211,3956,402,1295
25212,3956,705,1954
25213,3956,2581,1234
25214,3957,1069,473
25215,3957,1979,1206
25216,3957,2311,2936
25217,3958,341,1670
25218,3958,367,26
25219,3958,506,2557
25220,3958,1425,1918
25221,3958,2178,2111
25222,3959,1617,2300
25223,3959,2178,3735
25224,3960,79,2512
25225,3960,778,1166
25226,3960,1043,2156
25227,3960,2284,2552
25228,3960,2418,1098
25229,3961,687,2329
25230,3961,1297,1782
25231,3961,2261,1587
25232,3962,289,2719
25233,3962,1275,3649
25234,3962,2247,2268
25235,3963,62,1237
25236,3963,982,880
25237,3963,1251,1816
25238,3963,1333,3396
25239,3963,1425,628
25240,3963,2326,2012
25241,3964,692,1958
25242,3964,1240,2943
25243,3964,1630,525
25244,3964,1843,1194
25245,3964,1843,1195
25246,3964,1843,2937
25247,3964,1961,1289
25248,3964,2009,614
25249,3964,2230,3499
25250,3965,90,1961
25251,3965,176,1156
25252,3965,1228,2755
25253,3965,1359,475
25254,3965,1821,1320
25255,3965,1843,989
25256,3965,1843,3143
25257,3965,2031,503
25258,3965,2031,1616
25259,3965,2240,2531
25260,3966,51,554
25261,3966,138,790
25262,3966,176,1205
25263,3966,195,3534
25264,3966,260,1634
25265,3966,287,3536
25266,3966,294,3523
25267,3966,361,2403
25268,3966,408,828
25269,3966,454,192
25270,3966,454,192
25271,3966,454,823
25272,3966,454,901
25273,3966,454,926
25274,3966,454,1107
25275,3966,454,1174
25276,3966,454,3523
25277,3966,454,425
25278,3966,454,827
25279,3966,454,1561
25280,3966,454,1828
25281,3966,482,165
25282,3966,522,2175
25283,3966,525,175
25284,3966,525,203
25285,3966,525,3525
25286,3966,630,206
25287,3966,745,1138
25288,3966,745,3523
25289,3966,745,3523
25290,3966,745,3523
25291,3966,757,165
25292,3966,826,387
25293,3966,835,790
25294,3966,866,2295
25295,3966,866,3354
25296,3966,898,165
25297,3966,898,206
25298,3966,898,206
25299,3966,898,798
25300,3966,898,840
25301,3966,898,910
25302,3966,898,1035
25303,3966,898,1165
25304,3966,898,1665
25305,3966,898,1665
25306,3966,898,2495
25307,3966,898,2535
25308,3966,898,3156
25309,3966,898,3156
25310,3966,898,3469
25311,3966,898,3476
25312,3966,898,3523
25313,3966,898,2422
25314,3966,898,935
25315,3966,911,790
25316,3966,917,165
25317,3966,917,165
25318,3966,917,192
25319,3966,917,1073
25320,3966,917,1190
25321,3966,917,3056
25322,3966,917,3473
25323,3966,920,812
25324,3966,920,1166
25325,3966,1006,1741
25326,3966,1040,790
25327,3966,1040,3466
25328,3966,1045,191
25329,3966,1142,18
25330,3966,1142,2035
25331,3966,1146,2027
25332,3966,1146,2033
25333,3966,1170,2736
25334,3966,1198,1919
25335,3966,1218,2610
25336,3966,1263,3525
25337,3966,1273,944
25338,3966,1296,1035
25339,3966,1309,864
25340,3966,1350,2112
25341,3966,1391,2533
25342,3966,1415,1205
25343,3966,1421,175
25344,3966,1426,2288
25345,3966,1436,995
25346,3966,1438,995
25347,3966,1449,1555
25348,3966,1456,2764
25349,3966,1456,2911
25350,3966,1482,2534
25351,3966,1561,945
25352,3966,1576,2885
25353,3966,1647,1710
25354,3966,1693,171
25355,3966,1806,3523
25356,3966,1827,2620
25357,3966,1840,1136
25358,3966,1850,2369
25359,3966,1876,3159
25360,3966,1888,1755
25361,3966,1892,2658
25362,3966,1892,2796
25363,3966,1897,935
25364,3966,1897,999
25365,3966,1897,1207
25366,3966,1897,3523
25367,3966,1902,2494
25368,3966,1909,3573
25369,3966,1939,171
25370,3966,1950,790
25371,3966,1990,3574
25372,3966,2015,1139
25373,3966,2015,3159
25374,3966,2039,2291
25375,3966,2136,3523
25376,3966,2142,696
25377,3966,2142,749
25378,3966,2142,995
25379,3966,2142,1205
25380,3966,2142,1437
25381,3966,2144,3161
25382,3966,2185,689
25383,3966,2210,1483
25384,3966,2221,2027
25385,3966,2312,1963
25386,3966,2475,2333
25387,3966,2518,592
25388,3966,2526,2472
25389,3966,2551,1870
25390,3966,2574,972
25391,3966,2575,404
25392,3966,2603,1136
25393,3966,2603,2771
25394,3967,680,3582
25395,3967,917,3525
25396,3967,1126,2566
25397,3967,1145,2146
25398,3967,2362,1513
25399,3968,154,1107
25400,3968,1533,2922
25401,3969,154,1016
25402,3969,160,1935
25403,3969,166,842
25404,3969,219,3690
25405,3969,308,3651
25406,3969,454,1096
25407,3969,503,1379
25408,3969,658,478
25409,3969,705,3402
25410,3969,751,1035
25411,3969,829,2266
25412,3969,847,3378
25413,3969,860,890
25414,3969,885,1160
25415,3969,898,162
25416,3969,898,165
25417,3969,898,3159
25418,3969,917,1075
25419,3969,1106,3537
25420,3969,1154,171
25421,3969,1456,2827
25422,3969,1617,2762
25423,3969,1648,2738
25424,3969,1780,3563
25425,3969,1877,3378
25426,3969,2150,171
25427,3969,2302,1955
25428,3969,2326,3546
25429,3970,64,569
25430,3970,110,171
25431,3970,294,162
25432,3970,454,165
25433,3970,454,192
25434,3970,454,812
25435,3970,529,1288
25436,3970,662,420
25437,3970,662,461
25438,3970,757,167
25439,3970,757,3156
25440,3970,826,766
25441,3970,872,1080
25442,3970,898,560
25443,3970,898,657
25444,3970,899,1120
25445,3970,917,3525
25446,3970,918,885
25447,3970,966,3283
25448,3970,1040,1058
25449,3970,1040,1058
25450,3970,1139,2027
25451,3970,1261,2139
25452,3970,1610,41
25453,3970,1633,2872
25454,3970,1712,3536
25455,3970,1783,1296
25456,3970,1837,3372
25457,3970,1981,858
25458,3970,1992,1766
25459,3970,2142,192
25460,3970,2142,888
25461,3970,2143,687
25462,3970,2149,2532
25463,3971,141,958
25464,3971,1534,3079
25465,3971,2140,954
25466,3972,100,1421
25467,3972,104,388
25468,3972,114,1176
25469,3972,271,1028
25470,3972,287,217
25471,3972,287,2343
25472,3972,398,305
25473,3972,398,2062
25474,3972,413,1058
25475,3972,454,165
25476,3972,454,680
25477,3972,454,812
25478,3972,454,819
25479,3972,454,854
25480,3972,502,1336
25481,3972,525,672
25482,3972,525,1755
25483,3972,525,2344
25484,3972,525,3523
25485,3972,543,165
25486,3972,564,859
25487,3972,576,2204
25488,3972,590,1139
25489,3972,611,230
25490,3972,629,987
25491,3972,644,388
25492,3972,705,1564
25493,3972,752,2291
25494,3972,772,2619
25495,3972,793,639
25496,3972,809,780
25497,3972,826,3159
25498,3972,857,786
25499,3972,885,2329
25500,3972,891,367
25501,3972,898,165
25502,3972,898,620
25503,3972,898,661
25504,3972,898,775
25505,3972,898,805
25506,3972,898,848
25507,3972,898,947
25508,3972,898,949
25509,3972,898,954
25510,3972,898,992
25511,3972,898,1035
25512,3972,898,1083
25513,3972,898,1107
25514,3972,898,1128
25515,3972,898,1160
25516,3972,898,1163
25517,3972,898,1598
25518,3972,898,2027
25519,3972,898,2664
25520,3972,898,2945
25521,3972,898,3156
25522,3972,898,3156
25523,3972,898,3159
25524,3972,898,3354
25525,3972,898,3372
25526,3972,898,3423
25527,3972,898,3469
25528,3972,898,3469
25529,3972,898,3525
25530,3972,898,3590
25531,3972,907,1035
25532,3972,917,165
25533,3972,917,175
25534,3972,917,192
25535,3972,917,588
25536,3972,917,621
25537,3972,917,657
25538,3972,917,1006
25539,3972,917,1205
25540,3972,917,1665
25541,3972,918,717
25542,3972,918,846
25543,3972,946,1483
25544,3972,951,3523
25545,3972,973,1581
25546,3972,1026,171
25547,3972,1040,661
25548,3972,1040,1058
25549,3972,1085,1320
25550,3972,1106,2038
25551,3972,1109,2015
25552,3972,1146,2011
25553,3972,1153,2839
25554,3972,1172,3176
25555,3972,1340,970
25556,3972,1395,562
25557,3972,1438,817
25558,3972,1538,569
25559,3972,1542,1035
25560,3972,1576,1093
25561,3972,1586,2897
25562,3972,1647,2589
25563,3972,1647,2849
25564,3972,1647,3159
25565,3972,1666,2966
25566,3972,1666,2999
25567,3972,1696,569
25568,3972,1706,1226
25569,3972,1766,162
25570,3972,1766,2535
25571,3972,1771,1107
25572,3972,1819,555
25573,3972,1827,2051
25574,3972,1876,3372
25575,3972,1897,1078
25576,3972,1961,1049
25577,3972,2030,3143
25578,3972,2032,1672
25579,3972,2057,1007
25580,3972,2064,332
25581,3972,2142,192
25582,3972,2142,605
25583,3972,2142,846
25584,3972,2142,901
25585,3972,2142,1003
25586,3972,2142,1155
25587,3972,2142,1166
25588,3972,2142,3466
25589,3972,2142,3469
25590,3972,2193,175
25591,3972,2221,1958
25592,3972,2221,3015
25593,3972,2356,2799
25594,3972,2495,971
25595,3972,2522,127
25596,3972,2551,2303
25597,3972,2595,1411
25598,3972,2605,2380
25599,3973,458,547
25600,3973,1083,201
25601,3973,1569,2172
25602,3974,358,3247
25603,3974,384,112
25604,3974,731,3058
25605,3974,770,2891
25606,3974,903,3469
25607,3974,950,1598
25608,3974,2268,779
25609,3975,1229,1329
25610,3975,2001,1211
25611,3975,2142,2291
25612,3975,2176,1472
25613,3976,128,3604
25614,3976,574,3
25615,3976,1462,3449
25616,3976,2298,2611
25617,3976,2377,2520
25618,3977,522,1014
25619,3977,898,1194
25620,3977,1271,2403
25621,3978,782,157
25622,3978,1250,3190
25623,3978,2159,552
25624,3978,2489,1280
25625,3979,2409,811
25626,3979,2583,3286
25627,3979,2595,678
25628,3980,528,2327
25629,3980,2060,3075
25630,3981,1888,872
25631,3982,1304,347
25632,3982,2016,1591
25633,3982,2048,808
25634,3982,2275,1619
25635,3983,1083,2068
25636,3983,1637,624
25637,3983,2102,742
25638,3983,2444,65
25639,3984,398,419
25640,3984,619,287
25641,3984,1538,2573
25642,3984,1784,1241
25643,3985,74,1906
25644,3985,312,2177
25645,3985,407,3170
25646,3985,525,3523
25647,3985,525,3525
25648,3985,657,432
25649,3985,657,516
25650,3985,745,790
25651,3985,745,1107
25652,3985,745,1107
25653,3985,745,1139
25654,3985,745,1221
25655,3985,745,3017
25656,3985,745,3525
25657,3985,752,2853
25658,3985,763,560
25659,3985,770,277
25660,3985,869,995
25661,3985,898,812
25662,3985,898,1205
25663,3985,898,3156
25664,3985,898,3156
25665,3985,918,901
25666,3985,1001,1204
25667,3985,1040,602
25668,3985,1247,3222
25669,3985,1438,1084
25670,3985,1438,2115
25671,3985,1555,3354
25672,3985,1652,333
25673,3985,1652,1884
25674,3985,1876,2291
25675,3985,2142,175
25676,3985,2142,602
25677,3985,2142,674
25678,3985,2142,995
25679,3985,2142,1163
25680,3985,2142,2535
25681,3985,2142,2535
25682,3985,2142,3159
25683,3985,2142,3525
25684,3985,2142,2594
25685,3985,2238,1126
25686,3985,2601,3691
25687,3986,303,3338
25688,3986,1378,3537
25689,3986,1501,863
25690,3987,653,56
25691,3987,663,1871
25692,3987,706,2535
25693,3987,898,1107
25694,3987,898,3159
25695,3987,898,3469
25696,3987,909,1085
25697,3987,1042,608
25698,3987,1069,2575
25699,3987,1262,113
25700,3987,1889,502
25701,3987,2569,475
25702,3987,2574,464
25703,3988,522,2148
25704,3988,1826,1944
25705,3989,530,1629
25706,3989,810,2719
25707,3989,898,1076
25708,3989,1321,2794
25709,3989,1576,2639
25710,3989,2563,1725
25711,3990,355,1873
25712,3990,477,2651
25713,3990,1158,728
25714,3990,1884,959
25715,3991,398,2668
25716,3991,584,3549
25717,3992,616,3328
25718,3992,941,2268
25719,3993,793,2535
25720,3993,796,34
25721,3993,997,2068
25722,3993,1562,3161
25723,3993,2146,2800
25724,3994,371,3302
25725,3994,616,3626
25726,3995,926,1974
25727,3995,1009,2086
25728,3995,1416,469
25729,3995,1698,2109
25730,3995,1737,149
25731,3995,2120,2986
25732,3996,1357,630
25733,3996,1937,1694
25734,3996,2522,3084
25735,3996,2551,1916
25736,3997,99,1124
25737,3997,1161,1241
25738,3997,1620,2821
25739,3998,162,372
25740,3998,195,2375
25741,3998,261,895
25742,3998,513,137
25743,3998,986,3076
25744,3998,1566,2962
25745,3998,1998,104
25746,3998,2558,3583
25747,3998,2563,657
25748,3999,252,2878
25749,3999,512,3565
25750,3999,842,1382
25751,3999,1602,722
25752,4000,503,1133
25753,4000,1736,3092
25754,4000,1908,1279
25755,4000,2179,2346
25756,4001,454,3469
25757,4001,1094,1422
25758,4002,303,3149
25759,4002,454,3157
25760,4002,454,3358
25761,4002,854,2349
25762,4002,854,3378
25763,4002,856,790
25764,4002,897,384
25765,4002,898,193
25766,4002,898,569
25767,4002,898,790
25768,4002,898,1075
25769,4002,898,2014
25770,4002,898,3147
25771,4002,898,3156
25772,4002,898,3159
25773,4002,898,3358
25774,4002,898,3378
25775,4002,898,3469
25776,4002,898,3469
25777,4002,898,3097
25778,4002,898,1915
25779,4002,917,901
25780,4002,917,1028
25781,4002,917,1053
25782,4002,917,1107
25783,4002,917,1139
